Unnamed: 0,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,built_usable_diff
12064,"Trafalgar, Madrid",93.0,92.0,2,2.0,4,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1804,560000,6022,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,B,1,0,35000.0,1,1,1,1,1.0
12065,"Almagro, Madrid",210.0,193.71764540205606,2,3.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-5161,1599000,7614,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12066,"Almagro, Madrid",316.0,299.71764540205606,2,2.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-24524,1950000,6171,apartment,0,0,2003.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12067,"Chamberí, Madrid",147.0,140.0,4,3.0,5,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1687,509000,3463,apartment,1,0,1950.0,1,0,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,1,0,1,7.0
12068,"Trafalgar, Madrid",85.0,80.0,3,1.0,5,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1576,460000,5412,apartment,0,0,1977.0,1,1,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,5.0
12069,"Trafalgar, Madrid",122.0,84.0,3,2.0,3,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,2480,900000,7377,apartment,0,0,2019.0,0,1,1,1,1,1,1,1,1,1,1,1,1,B,1,0,50000.0,0,0,0,1,38.0
12070,"Trafalgar, Madrid",281.0,227.0,3,3.0,6,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,-11444,1750000,6228,penthouse,0,0,2020.0,0,1,1,1,1,1,1,1,1,1,1,1,1,B,1,0,50000.0,0,0,0,1,54.0
12071,"Almagro, Madrid",205.0,188.71764540205606,5,2.0,3,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,2347,1100000,5366,apartment,1,0,1977.0,1,0,1,1,1,0,1,1,1,1,1,1,1,D,0,1,,0,0,1,0,
12072,"Arapiles, Madrid",115.0,107.0,3,1.0,3,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1781,550000,4783,apartment,0,0,1950.0,1,0,1,1,1,1,1,1,1,1,1,1,1,C,0,1,,0,1,0,0,8.0
12073,"Almagro, Madrid",210.0,172.0,3,4.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-5161,1599000,7614,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,C,0,1,,1,0,0,1,38.0
12074,"Chamberí, Madrid",78.0,70.0,2,2.0,1,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,1644,490000,6282,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,G,0,1,,1,1,1,1,8.0
12075,"Almagro, Madrid",320.0,275.0,5,3.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-65933,2300000,7188,apartment,1,0,1928.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,1,45.0
12076,"Gaztambide, Madrid",118.0,86.83076923076923,2,2.0,6,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,2285,775000,6568,penthouse,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12077,"Gaztambide, Madrid",176.0,159.71764540205606,4,2.0,1,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,2081,680000,3864,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
12078,"Nuevos Ministerios-Ríos Rosas, Madrid",287.0,260.0,4,4.0,5,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,-28833,2000000,6969,apartment,0,0,1953.0,1,1,1,1,1,1,1,1,1,1,1,1,1,B,0,1,,0,1,0,0,27.0
12079,"Vallehermoso, Madrid",279.0,267.0,5,5.0,1,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,-2333,1500000,5376,apartment,0,0,1978.0,1,0,1,1,1,1,1,1,1,1,1,1,1,B,1,1,0.0,0,0,1,0,12.0
12080,"Gaztambide, Madrid",105.0,100.0,4,1.0,1,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1587,465000,4429,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,A,0,1,,0,1,1,0,5.0
12081,"Chamberí, Madrid",183.0,166.71764540205606,2,2.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,1836,1210000,6612,apartment,0,0,1910.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12082,"Chamberí, Madrid",141.0,120.0,1,1.0,0,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1323,350000,2482,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,D,0,1,,0,0,1,0,21.0
12083,"Chamberí, Madrid",150.0,118.83076923076923,3,2.0,6,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,2347,1100000,7333,penthouse,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,A,1,0,50000.0,1,1,1,1,
12084,"Chamberí, Madrid",305.0,288.71764540205606,3,3.0,3,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-38920,2100000,6885,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,A,1,1,0.0,1,1,1,1,
12085,"Chamberí, Madrid",67.0,51.0,2,2.0,1,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1804,560000,8358,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,16.0
12086,"Arapiles, Madrid",90.0,83.0,2,1.0,1,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1508,430000,4778,apartment,0,1,2020.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,7.0
12087,"Vallehermoso, Madrid",190.0,158.83076923076922,3,2.0,7,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,2470,890000,4684,penthouse,0,0,1970.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,1,0,1,
12088,"Vallehermoso, Madrid",121.0,109.0,3,2.0,4,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,1987,639000,5281,apartment,0,0,1965.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,0,1,12.0
12089,"Trafalgar, Madrid",142.0,120.0,2,2.0,1,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,2265,765000,5387,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,0,0,0,1,22.0
12090,"Chamberí, Madrid",305.0,275.0,3,4.0,5,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,-8628,1690000,5541,penthouse,0,0,1947.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,30.0
12091,"Chamberí, Madrid",340.0,323.71764540205606,4,5.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-44155,2145000,6309,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
12092,"Chamberí, Madrid",485.0,468.71764540205606,6,6.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-244802,2950000,6082,apartment,1,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
12093,"Chamberí, Madrid",305.0,273.83076923076925,3,4.0,5,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,-8628,1690000,5541,penthouse,0,0,1945.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,
12094,"Chamberí, Madrid",340.0,323.71764540205606,4,5.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-44155,2145000,6309,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,0,1,0,
12095,"Chamberí, Madrid",235.0,203.83076923076922,3,3.0,6,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-65933,2300000,9787,penthouse,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12096,"Chamberí, Madrid",260.0,243.71764540205606,3,3.0,4,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-28381,1995000,7673,apartment,0,0,2019.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,0,1,0,0,
12097,"Chamberí, Madrid",215.0,198.71764540205606,4,3.0,2,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,2516,960000,4465,apartment,0,0,1970.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,0,1,
12098,"Chamberí, Madrid",120.0,103.71764540205605,2,2.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,2417,850000,7083,apartment,1,0,2016.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,
12099,"Chamberí, Madrid",200.0,168.83076923076922,3,2.0,8,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1536,1250000,6250,penthouse,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
12100,"Chamberí, Madrid",300.0,283.71764540205606,5,5.0,3,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-83453,2400000,8000,apartment,0,0,1940.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12101,"Chamberí, Madrid",115.0,98.71764540205605,4,2.0,5,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1862,585000,5087,apartment,1,0,1942.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,
12102,"Chamberí, Madrid",260.0,243.71764540205606,3,3.0,4,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-23717,1940000,7462,apartment,0,0,2018.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,55000.0,0,1,0,0,
12103,"Chamberí, Madrid",146.0,117.89112903225806,3,3.0,1,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,2475,895000,6130,duplex,0,0,1977.0,1,1,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12104,"Chamberí, Madrid",373.0,356.71764540205606,4,4.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-833784,3800000,10188,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12105,"Almagro, Madrid",260.0,243.71764540205606,3,3.0,4,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-23717,1940000,7462,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,55000.0,1,1,1,1,
12106,"Almagro, Madrid",335.0,318.71764540205606,3,3.0,5,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-154511,2695000,8045,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,55000.0,1,1,1,1,
12107,"Trafalgar, Madrid",45.0,30.0,0,1.0,3,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1287,335000,7444,apartment,0,0,2008.0,0,1,1,1,1,1,1,1,1,1,1,1,1,D,0,1,,1,1,1,1,15.0
12108,"Trafalgar, Madrid",204.0,187.71764540205606,4,3.0,1,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,2181,725000,3554,apartment,1,0,1991.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,
12109,"Gaztambide, Madrid",124.0,107.71764540205605,4,2.0,0,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1621,480000,3871,apartment,0,0,1947.0,0,1,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,
12110,"Trafalgar, Madrid",115.0,104.0,3,2.0,1,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1667,500000,4348,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,11.0
12111,"Almagro, Madrid",237.0,206.0,9,2.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,1059,1300000,5485,apartment,1,0,1940.0,1,0,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,1,31.0
12112,"Trafalgar, Madrid",91.0,74.71764540205605,1,1.0,0,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1323,350000,3846,apartment,1,0,1939.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,0,1,
12113,"Arapiles, Madrid",91.0,74.71764540205605,3,2.0,4,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1885,595000,6538,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,0,0,1,1,
12114,"Gaztambide, Madrid",88.0,71.71764540205605,2,2.0,6,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1839,575000,6534,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,0,0,1,1,
12115,"Arapiles, Madrid",130.0,113.71764540205605,3,2.0,6,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,2313,789000,6069,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
12116,"Vallehermoso, Madrid",170.0,153.71764540205606,4,3.0,4,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,2331,799000,4700,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
12117,"Arapiles, Madrid",82.0,65.71764540205605,3,1.0,1,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1437,399000,4866,apartment,1,0,1953.0,0,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
12118,"Arapiles, Madrid",31.0,28.0,2,1.0,2,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,994,225000,7258,apartment,0,0,1980.0,0,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,3.0
12119,"Almagro, Madrid",83.0,72.0,2,2.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,1553,450000,5422,apartment,1,0,1935.0,0,1,1,1,0,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,11.0
12120,"Arapiles, Madrid",60.0,43.71764540205605,2,1.0,5,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1382,375000,6250,apartment,0,0,1977.0,1,0,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,1,
12121,"Vallehermoso, Madrid",220.0,203.71764540205606,4,3.0,4,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,2516,960000,4364,apartment,0,0,2017.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,0,1,
12122,"Chamberí, Madrid",121.0,104.71764540205605,3,2.0,1,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1955,625000,5165,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
12123,"Arapiles, Madrid",74.0,60.0,2,2.0,3,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1542,445000,6014,apartment,0,0,1977.0,1,1,1,1,1,0,1,1,1,1,1,1,1,no indicado,0,1,,0,1,0,1,14.0
12124,"Arapiles, Madrid",80.0,78.0,2,1.0,0,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1551,449000,5612,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,2.0
12125,"Gaztambide, Madrid",106.0,93.0,4,2.0,4,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1781,550000,5189,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,1,13.0
12126,"Vallehermoso, Madrid",360.0,343.71764540205606,6,3.0,5,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,-140,1390000,3861,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
12127,"Trafalgar, Madrid",61.0,44.71764540205605,2,1.0,0,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1012,231000,3787,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,C,0,1,,1,1,1,1,
12128,"Gaztambide, Madrid",165.0,157.0,5,3.0,5,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,2103,690000,4182,apartment,1,0,1968.0,1,0,1,1,1,1,1,1,1,1,1,1,1,F,1,1,0.0,0,0,0,1,8.0
12129,"Trafalgar, Madrid",66.0,49.71764540205605,2,1.0,4,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1213,305000,4621,apartment,0,0,1950.0,0,1,1,1,0,0,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12130,"Almagro, Madrid",40.0,35.0,1,1.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,780,160000,4000,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,5.0
12131,"Gaztambide, Madrid",94.0,62.830769230769235,3,2.0,9,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,1978,635000,6755,penthouse,0,0,1970.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,0,35000.0,1,1,1,1,
12132,"Trafalgar, Madrid",131.0,121.0,4,3.0,3,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,2035,660000,5038,apartment,0,0,1978.0,0,1,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,1,0,0,0,10.0
12133,"Arapiles, Madrid",186.0,169.71764540205606,4,2.0,1,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,2047,665000,3575,apartment,1,0,1961.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,
12134,"Gaztambide, Madrid",439.0,422.71764540205606,5,6.0,1,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,-24524,1950000,4442,apartment,0,0,1956.0,1,0,1,1,1,1,1,1,1,1,1,1,1,C,0,1,,1,0,1,0,
12135,"Nuevos Ministerios-Ríos Rosas, Madrid",210.0,193.71764540205606,2,3.0,2,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,-5161,1599000,7614,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12136,"Almagro, Madrid",330.0,300.0,4,4.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-65933,2300000,6970,apartment,0,0,1955.0,1,1,1,1,1,1,1,1,1,1,1,1,1,B,1,1,0.0,0,0,1,0,30.0
12137,"Nuevos Ministerios-Ríos Rosas, Madrid",35.0,34.0,1,1.0,2,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,948,210000,6000,apartment,0,0,1977.0,0,1,1,1,0,0,1,1,1,1,1,1,1,no indicado,0,1,,1,0,1,0,1.0
12138,"Chamberí, Madrid",210.0,160.0,3,3.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-5161,1599000,7614,apartment,0,0,1950.0,1,0,1,1,1,1,1,1,1,1,1,1,1,C,0,1,,1,0,0,1,50.0
12139,"Vallehermoso, Madrid",152.0,140.0,3,2.0,1,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,1839,575000,3783,apartment,1,0,1962.0,1,0,1,1,1,0,1,1,1,1,1,1,1,en trámite,0,1,,0,0,1,0,12.0
12140,"Almagro, Madrid",198.0,181.71764540205606,3,3.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-3649,1550000,7828,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,
12141,"Chamberí, Madrid",186.0,169.71764540205606,3,3.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-9067,1700000,9140,apartment,0,0,1935.0,0,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,0,200.0,0,0,1,0,
12142,"Nuevos Ministerios-Ríos Rosas, Madrid",199.0,182.71764540205606,4,4.0,6,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,-13921,1796000,9025,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,
12143,"Nuevos Ministerios-Ríos Rosas, Madrid",156.0,139.71764540205606,3,3.0,5,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,-124,1389000,8904,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,
12144,"Nuevos Ministerios-Ríos Rosas, Madrid",156.0,139.71764540205606,3,3.0,4,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,355,1357000,8699,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,
12145,"Trafalgar, Madrid",64.0,47.71764540205605,1,1.0,1,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1655,495000,7734,apartment,0,1,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,0,1,,1,1,1,1,
12146,"Chamberí, Madrid",301.0,284.71764540205606,4,4.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-58234,2250000,7475,apartment,0,0,1890.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,
12147,"Chamberí, Madrid",360.0,285.0,4,5.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-266250,3000000,8333,apartment,1,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,75.0
12148,"Chamberí, Madrid",442.0,425.71764540205606,5,4.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-51191,2200000,4977,apartment,1,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,1,0.0,1,1,1,1,
12149,"Chamberí, Madrid",400.0,383.71764540205606,4,3.0,1,Neighborhood 34: Gaztambide (5000.0 €/m2) - District 6: Chamberí,-51191,2200000,5500,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,0,60000.0,0,1,1,0,
12150,"Chamberí, Madrid",197.0,180.71764540205606,3,4.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-13581,1790000,9086,apartment,0,0,2014.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,0,69000.0,1,1,1,1,
12151,"Chamberí, Madrid",355.0,338.71764540205606,5,5.0,3,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-28381,1995000,5620,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,no indicado,1,0,200.0,1,1,1,1,
12152,"Arapiles, Madrid",50.0,47.0,1,1.0,4,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1299,340000,6800,apartment,0,1,2020.0,0,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,1,1,1,1,3.0
12153,"Almagro, Madrid",160.0,128.83076923076922,2,3.0,7,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-742,1425000,8906,penthouse,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,B,0,1,,0,0,1,1,
12154,"Nuevos Ministerios-Ríos Rosas, Madrid",104.0,87.71764540205605,2,2.0,2,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,1897,600000,5769,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,
12155,"Almagro, Madrid",301.0,284.71764540205606,4,4.0,2,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-58234,2250000,7475,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,
12156,"Almagro, Madrid",322.0,305.71764540205606,4,3.0,1,Neighborhood 32: Almagro (6564.27 €/m2) - District 6: Chamberí,-64339,2290000,7112,apartment,0,0,1977.0,1,0,1,1,1,1,1,1,1,1,1,1,1,en trámite,1,1,0.0,1,1,1,1,
12157,"Nuevos Ministerios-Ríos Rosas, Madrid",100.0,68.83076923076923,3,2.0,7,Neighborhood 37: Nuevos Ministerios-Ríos Rosas (5000.0 €/m2) - District 6: Chamberí,2253,759000,7590,penthouse,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,en trámite,0,1,,0,1,0,0,
12158,"Arapiles, Madrid",52.0,35.71764540205605,2,1.0,3,Neighborhood 33: Arapiles (4869.57 €/m2) - District 6: Chamberí,1146,279000,5365,apartment,0,0,1945.0,0,1,1,1,1,0,1,1,1,1,1,1,1,D,0,1,,0,0,0,1,
12159,"Vallehermoso, Madrid",119.0,102.71764540205605,3,2.0,3,Neighborhood 36: Vallehermoso (4548.3 €/m2) - District 6: Chamberí,1756,539000,4529,apartment,0,0,1977.0,0,1,1,1,1,1,1,1,1,1,1,1,1,E,0,1,,1,1,1,1,
12160,"Trafalgar, Madrid",67.0,50.71764540205605,2,2.0,1,Neighborhood 35: Trafalgar (5640.18 €/m2) - District 6: Chamberí,1781,550000,8209,apartment,0,0,1977.0,1,1,1,1,1,1,1,1,1,1,1,1,1,A,0,1,,1,1,1,1,
